Stim	HueR	HueG	HueB	HueC	HueCT	HueLux	Yellow	Red	Green	Trig
10	1666	416	406	2377	4182	232.0	2400	1066	0	1
10	2152	441	458	2889	2221	0.0	2400	1066	0	1
10	2157	443	460	2897	2084	0.0	2400	1066	0	1
10	2152	442	458	2889	2086	0.0	2400	1066	0	1
10	2157	443	459	2897	2084	0.0	2400	1066	0	1
10	2152	442	458	2890	2084	0.0	2400	1066	0	1
10	2157	443	459	2895	2084	0.0	2400	1066	0	1
10	2152	442	458	2891	2083	0.0	2400	1066	0	1
10	2156	442	459	2894	2086	0.0	2400	1066	0	1
10	2153	442	459	2891	2085	0.0	2400	1066	0	1
10	2155	442	459	2893	2086	0.0	2400	1066	0	1
10	2154	443	459	2893	2085	0.0	2400	1066	0	1
10	2155	442	458	2892	2085	0.0	2400	1066	0	1
10	2154	443	459	2894	2083	0.0	2400	1066	0	1
10	2155	441	458	2891	2085	0.0	2400	1066	0	1
10	2155	443	459	2895	2083	0.0	2400	1066	0	1
10	2154	441	458	2891	2085	0.0	2400	1066	0	1
10	2155	443	459	2896	2083	0.0	2400	1066	0	1
10	2155	443	460	2896	2086	0.0	2400	1066	0	1
10	2154	441	458	2889	2087	0.0	2400	1066	0	1
10	2155	443	459	2895	2082	0.0	2400	1066	0	1
10	2153	441	458	2889	2085	0.0	2400	1066	0	1
10	2156	443	459	2896	2084	0.0	2400	1066	0	1
10	2153	441	458	2889	2085	0.0	2400	1066	0	1
10	2156	443	460	2896	2084	0.0	2400	1066	0	1
10	2153	441	458	2889	2086	0.0	2400	1066	0	1
10	2156	443	459	2896	2084	0.0	2400	1066	0	0
10	2153	442	458	2890	2085	0.0	2400	1066	0	0
10	417	346	269	1056	2084	0.0	2400	1066	0	0
10	358	341	262	990	3848	213.0	2400	1066	0	0
10	359	342	263	993	4179	230.0	2400	1066	0	0
10	358	341	262	991	4182	230.0	2400	1066	0	0
10	358	342	262	992	4179	230.0	2400	1066	0	0
11	358	342	262	992	4179	231.0	2400	0	888	1
11	358	341	262	991	4179	231.0	2400	0	888	1
11	519	1153	597	2323	4179	230.0	2400	0	888	1
11	566	1390	695	2713	5773	1214.0	2400	0	888	1
11	565	1391	695	2712	6069	1501.0	2400	0	888	1
11	566	1391	695	2714	6077	1503.0	2400	0	888	1
11	565	1391	695	2712	6069	1503.0	2400	0	888	1
11	566	1391	696	2715	6077	1503.0	2400	0	888	1
11	564	1390	695	2711	6076	1502.0	2400	0	888	1
11	567	1391	696	2715	6085	1502.0	2400	0	888	1
11	564	1390	695	2711	6067	1502.0	2400	0	888	1
11	567	1392	696	2716	6085	1502.0	2400	0	888	1
11	564	1390	695	2711	6067	1503.0	2400	0	888	1
11	567	1392	696	2716	6085	1502.0	2400	0	888	1
11	565	1391	695	2711	6067	1503.0	2400	0	888	1
11	567	1392	696	2716	6077	1503.0	2400	0	888	1
11	565	1391	695	2711	6067	1503.0	2400	0	888	1
11	567	1392	696	2716	6077	1503.0	2400	0	888	1
11	565	1390	695	2711	6067	1503.0	2400	0	888	1
11	567	1392	696	2716	6077	1501.0	2400	0	888	1
11	565	1390	695	2712	6067	1503.0	2400	0	888	1
11	566	1392	696	2715	6077	1501.0	2400	0	888	1
11	566	1391	695	2714	6076	1503.0	2400	0	888	1
11	566	1392	696	2715	6069	1503.0	2400	0	888	1
11	565	1390	695	2712	6076	1503.0	2400	0	888	1
11	566	1392	696	2715	6077	1501.0	2400	0	888	1
11	565	1390	695	2712	6076	1503.0	2400	0	888	1
11	566	1392	696	2715	6077	1501.0	2400	0	888	1
11	565	1390	695	2711	6076	1503.0	2400	0	888	0
